2015-01-06,210.02,F,,MFMM
2015-01-08,212.01,M,,FMF
2015-01-08,212.02,F,,MMMF
2015-01-08,212.03,F,,MFMM
2015-01-08,212.04,F,,F
2015-01-08,212.06,F,,F
2015-01-08,212.07,F,,M
2015-01-06,216.01,F,,MMMM
2015-01-06,216.02,M,,MMMM
2015-01-06,216.04,M,,FM
2015-01-06,217.01,F,,MF
2015-01-06,227.04,M,,MMMMMFFM
2015-01-06,227.05,M,,MM
2015-01-06,227.06,M,,FM
2015-01-06,227.08,F,,MFMMF
2015-01-06,229.02,M,,FM
2015-01-06,229.03,M,,FM
2015-01-06,229.04,M,,FM
2015-01-06,229.05,F,,FM
2015-01-06,229.06,M,,MM
2015-01-06,229.07,M,,FMFMM
2015-01-06,229.08,M,,M
2015-01-08,231.01,F,,F
2015-01-08,231.02,F,,MM
2015-01-08,231.03,M,,MMM
2015-01-08,231.04,F,,FM
2015-01-06,231.05,M,,MFM
2015-01-06,231.06,F,,MM
2015-01-06,231.07,M,,MM
2015-01-07,300.01,F,,MMM
2015-01-07,302.01,M,,M
2015-01-07,302.02,F,,M
2015-01-07,302.03,M,,M
2015-01-07,302.04,M,,F
2015-01-07,302.05,M,,M
2015-01-07,302.06,M,,MMM
2015-01-07,302.07,F,,MFMMMM
2015-01-07,303.04,M,,M
2015-01-07,303.06,F,,MMM
2015-01-07,303.07,M,,MMM
2015-01-07,303.08,F,,FMM
2015-01-07,303.09,M,,MMM
2015-01-07,304.02,F,,FMM
2015-01-07,304.03,F,,MMM
2015-01-07,304.04,M,,FMM
2015-01-07,306.01,M,,MMFMM
2015-01-07,306.02,F,,MMMMMM
2015-01-07,306.03,M,,MMM
2015-01-07,306.05,M,,MMF
2015-01-07,306.06,M,,FFM
2015-01-07,306.07,M,,MMMM
2015-01-07,310.02,M,,MM
2015-01-07,310.05,,,FFM
2015-01-07,310.06,M,,FFM
2015-01-07,310.07,M,,M
2015-01-07,310.09,M,,M
2015-01-07,319.01,M,,MMMMM
2015-01-07,319.02,M,,MMF
2015-01-07,319.03,F,,MMM
2015-01-07,319.04,F,,MM
2015-01-07,319.05,M,,FM
2015-01-07,319.06,F,,M
2015-01-07,319.07,F,,MM
2015-01-07,329.01,M,,M
2015-01-07,329.02,M,,MFF
2015-01-07,329.03,M,,MMMMMMM
2015-01-07,329.04,F,,MMM
2015-01-07,329.05,M,,MM
2015-01-07,329.06,M,,MFF
2015-01-07,329.07,M,,MFMFMMM
2015-01-08,330.04,F,,MMM
2015-01-08,330.05,M,,M
2015-01-08,330.06,F,,MFMMM
2015-01-08,401.01,M,,MM
2015-01-08,404.04,M,,
2015-01-08,408.01,M,,MM
2015-01-08,408.02,M,,M
2015-01-08,408.03,M,,M
2015-01-08,408.09,F,,M
2015-01-08,408.10,M,,MM
2015-01-08,418.03,M,,M
2015-01-08,420.01,M,,FFMM
2015-01-08,422.01,M,,M
2015-01-08,422.02,M,,MMM
2015-01-08,422.05,M,,MMM
2015-01-08,422.06,M,,M
2015-01-08,422.07,M,,MM
2015-01-08,422.08,M,,MMF
2015-01-08,425.02,M,,MMF
2015-01-08,427.03,F,,MMFMM
2015-01-08,427.04,M,,MM
2015-01-08,427.05,M,,MMMMM
2015-01-08,428.01,M,,FMM
